"date","new_cases","new_deaths","icu_patients","hosp_patients","stringency_index","temp","humidity","precip","windspeed","transit_stations","residential"
"2022-04-03",12377,6,117,1624,17.49,3.2,78.2,0.7,20.8,-26.143,3.714
"2022-04-04",10773,10,104,1688,17.49,7,86.9,11.267,45.6,-26.286,3.857
"2022-04-05",14039,14,103,1636,17.49,9.6,90.2,2.848,34.1,-26.286,4
"2022-04-06",13041,21,95,1523,19.38,10,81.3,0.596,50,-26.286,4.143
"2022-04-07",12881,9,97,1498,19.38,8.7,79.7,11.153,57.4,-25.857,4.143
"2022-04-08",10873,13,110,1440,19.37,6.6,73.6,4.312,39.6,-25.143,3.857
"2022-04-09",9908,16,103,1381,19.37,6,74.4,0.255,36.9,-24.429,3.857
"2022-04-10",7178,2,103,1340,19.37,6.4,67.3,3.631,19.9,-21.429,3.714
"2022-04-11",6636,3,86,1388,19.37,9.1,59.9,0.064,23.9,-20.571,3.429
"2022-04-12",6308,15,94,1329,19.37,13.4,57.8,0,23.8,-19.286,3.143
"2022-04-13",4944,22,89,1273,19.37,13.2,77.5,0,19.9,-18.429,2.857
"2022-04-14",4695,10,94,1213,19.37,12.1,78.6,0.007,21,-17.286,2.286
"2022-04-15",4139,8,101,1137,19.37,9.4,80.6,0,17.3,-17.571,2.571
"2022-04-16",3495,4,NA,NA,19.37,10.9,65,0,18.8,-16.857,2.286
"2022-04-17",2838,1,NA,NA,19.37,11.8,46.9,0,20.5,-17,1.857
"2022-04-18",2075,2,NA,NA,19.37,12.9,46.6,0,17.3,-18.429,3
"2022-04-19",2505,4,85,1080,15.67,12.3,61,0,23.1,-18.571,2.857
"2022-04-20",3522,11,77,1049,15.67,11.9,59,0.009,24.4,-18.286,2.714
"2022-04-21",3036,19,79,1020,15.67,12,63.6,0,28,-18.429,2.714
"2022-04-22",2617,9,83,966,15.67,13.4,63.4,0,29.1,-17.429,2.143
"2022-04-23",2045,10,NA,NA,15.67,14,60.1,0,35.5,-17,2
"2022-04-24",1590,5,NA,NA,15.67,12,63,0,32.4,-17,2.143
"2022-04-25",1406,6,81,916,15.67,9.1,79.6,0.446,23.9,-15.714,1
"2022-04-26",1862,7,76,906,15.67,9.4,69.3,0,24.2,-14.571,0.857
"2022-04-27",1757,3,NA,NA,15.67,8.1,72.6,0,14.2,-12.714,1.857
"2022-04-28",1248,2,66,800,15.67,8.1,75.2,0,21.5,-13.571,2.286
"2022-04-29",1676,4,65,787,15.67,8.8,73.9,0,24.3,-14.429,2.571
"2022-04-30",1596,6,NA,NA,15.67,8.5,74.8,0,19.8,-15.286,2.857
